Date,Open,High,Low,Close,Adj Close,Volume
2018-11-29,2435.000000,2517.600098,2416.850098,2506.500000,2502.114258,2861284
2018-11-30,2538.000000,2564.399902,2507.050049,2537.699951,2533.259521,2737341
2018-12-03,2548.000000,2555.550049,2490.750000,2508.649902,2504.260498,1115592
2018-12-04,2509.000000,2549.000000,2495.000000,2543.550049,2539.099365,1329587
2018-12-05,2539.899902,2539.899902,2470.300049,2494.100098,2489.736084,1327031
2018-12-06,2481.000000,2494.000000,2418.000000,2432.399902,2428.143799,1317472
2018-12-07,2443.000000,2497.750000,2414.649902,2486.350098,2481.999512,1478720
2018-12-10,2410.449951,2443.899902,2382.350098,2395.550049,2391.358398,1399894
2018-12-11,2360.000000,2446.500000,2332.100098,2426.750000,2422.503906,2189278
2018-12-12,2445.000000,2514.899902,2434.350098,2493.949951,2489.586182,1683197
2018-12-13,2510.199951,2528.949951,2475.000000,2489.100098,2484.744873,1713161
2018-12-14,2488.250000,2512.000000,2464.250000,2486.350098,2481.999512,1204379
2018-12-17,2498.600098,2509.899902,2466.250000,2474.399902,2470.070313,1019602
2018-12-18,2469.699951,2538.199951,2446.600098,2532.199951,2527.769287,1653107
2018-12-19,2550.800049,2629.100098,2550.149902,2596.899902,2592.355957,2946314
2018-12-20,2560.000000,2609.899902,2531.600098,2591.399902,2586.865479,1467028
2018-12-21,2615.000000,2623.899902,2532.699951,2591.250000,2586.716064,3042464
2018-12-24,2594.000000,2604.850098,2553.000000,2564.899902,2560.411865,1050017
2018-12-26,2560.000000,2582.949951,2503.699951,2567.399902,2562.907471,1662068
2018-12-27,2598.850098,2626.750000,2570.000000,2587.149902,2582.623047,1626301
2018-12-28,2603.000000,2643.800049,2585.949951,2634.800049,2630.189697,1901581
2018-12-31,2656.949951,2666.300049,2635.600098,2645.149902,2640.521484,1453327
2019-01-01,2645.000000,2664.000000,2612.100098,2656.850098,2652.201172,917872
2019-01-02,2635.100098,2662.000000,2601.899902,2614.050049,2609.476074,1304915
2019-01-03,2612.000000,2648.000000,2575.300049,2586.199951,2581.674805,1282478
2019-01-04,2601.000000,2611.899902,2563.649902,2576.050049,2571.542480,1051021
2019-01-07,2601.000000,2605.000000,2545.350098,2553.600098,2549.131836,1024328
2019-01-08,2560.000000,2582.000000,2525.050049,2537.050049,2532.610840,1233379
2019-01-09,2546.000000,2559.800049,2510.000000,2524.350098,2519.933105,1093992
2019-01-10,2526.000000,2542.449951,2504.699951,2514.649902,2510.250000,910839
2019-01-11,2516.000000,2530.000000,2488.000000,2514.199951,2509.800781,818218
2019-01-14,2515.949951,2552.899902,2484.149902,2544.800049,2540.347168,1021504
2019-01-15,2551.000000,2613.000000,2551.000000,2604.199951,2599.643311,1466303
2019-01-16,2598.399902,2612.149902,2562.800049,2569.850098,2565.353516,952597
2019-01-17,2574.000000,2586.550049,2527.050049,2535.899902,2531.462646,994183
2019-01-18,2545.000000,2555.000000,2525.100098,2542.899902,2538.450439,753775
2019-01-21,2548.000000,2606.000000,2526.600098,2594.199951,2589.660645,1332159
2019-01-22,2585.000000,2635.000000,2575.000000,2621.899902,2617.312256,1474713
2019-01-23,2619.000000,2653.000000,2611.000000,2634.350098,2629.740723,992504
2019-01-24,2639.000000,2653.500000,2603.100098,2635.649902,2631.038086,753856
2019-01-25,2649.000000,2661.000000,2585.000000,2599.550049,2595.001465,916927
2019-01-28,2610.000000,2610.000000,2355.000000,2458.500000,2454.198242,2364047
2019-01-29,2468.000000,2570.100098,2371.649902,2515.550049,2511.148438,6118833
2019-01-30,2580.000000,2623.699951,2546.000000,2595.500000,2590.958496,3879707
2019-01-31,2608.000000,2608.000000,2526.000000,2574.850098,2570.344727,2083418
2019-02-01,2575.000000,2687.899902,2575.000000,2628.399902,2623.800781,2117768
2019-02-04,2610.000000,2623.550049,2572.199951,2594.449951,2589.910400,942113
2019-02-05,2600.000000,2642.100098,2593.949951,2603.600098,2599.044434,1010817
2019-02-06,2619.000000,2720.000000,2612.100098,2711.250000,2706.505859,1798461
2019-02-07,2725.000000,2731.000000,2684.100098,2696.600098,2691.881592,1760580
2019-02-08,2670.000000,2737.449951,2670.000000,2707.149902,2702.413086,1510785
2019-02-11,2724.699951,2724.699951,2635.000000,2657.199951,2652.550537,1194702
2019-02-12,2668.000000,2677.149902,2616.300049,2621.800049,2617.212646,1200370
2019-02-14,2579.949951,2622.000000,2556.899902,2609.199951,2604.634521,1214126
2019-02-15,2610.000000,2610.000000,2506.000000,2561.100098,2556.618896,1640696
2019-02-18,2548.050049,2561.000000,2512.449951,2549.449951,2544.989014,1154520
2019-02-19,2551.000000,2606.949951,2545.000000,2559.800049,2555.321045,1148339
2019-02-20,2585.000000,2614.800049,2571.000000,2606.149902,2601.589844,1038127
2019-02-21,2610.000000,2660.000000,2593.050049,2654.699951,2650.054932,1139823
2019-02-22,2652.550049,2674.000000,2632.399902,2640.399902,2635.779785,825672
2019-02-25,2639.000000,2675.000000,2613.750000,2657.750000,2653.099609,1024040
2019-02-26,2637.300049,2678.000000,2600.000000,2657.750000,2653.099609,1618996
2019-02-27,2670.000000,2696.649902,2625.000000,2642.000000,2637.377197,1147839
2019-02-28,2666.600098,2667.000000,2630.000000,2649.000000,2644.364990,1136843
2019-03-01,2663.300049,2674.300049,2640.000000,2660.750000,2656.094238,707094
2019-03-05,2655.000000,2708.350098,2644.600098,2695.149902,2690.434082,847307
2019-03-06,2715.000000,2774.199951,2700.000000,2766.699951,2761.858887,1543424
2019-03-07,2774.949951,2782.300049,2725.000000,2734.800049,2730.014893,859851
2019-03-08,2724.899902,2779.000000,2716.600098,2768.300049,2763.456299,1178087
2019-03-11,2769.000000,2807.949951,2769.000000,2791.050049,2786.166504,1169075
2019-03-12,2808.800049,2816.649902,2745.500000,2753.050049,2748.232910,1385335
2019-03-13,2760.000000,2837.949951,2748.850098,2828.149902,2823.201416,1549296
2019-03-14,2832.000000,2835.000000,2787.100098,2808.100098,2803.186523,896055
2019-03-15,2818.800049,2899.000000,2815.000000,2860.750000,2855.744385,2091562
2019-03-18,2872.000000,2941.100098,2845.000000,2929.550049,2924.424072,1819986
2019-03-19,2930.000000,2962.899902,2910.050049,2920.899902,2915.789063,1480565
2019-03-20,2924.800049,2934.550049,2857.800049,2868.600098,2863.580811,1406862
2019-03-22,2868.000000,2895.500000,2816.000000,2836.649902,2831.686523,1250876
2019-03-25,2804.000000,2862.000000,2801.000000,2849.800049,2844.813721,1066757
2019-03-26,2860.000000,2942.000000,2859.000000,2934.350098,2929.215820,1570637
2019-03-27,2950.000000,3014.149902,2932.500000,2945.250000,2940.096436,2419656
2019-03-28,2940.100098,3000.000000,2940.050049,2995.850098,2990.608154,1366945
2019-04-01,3030.199951,3046.399902,2991.000000,3001.449951,2996.198242,1109000
2019-04-02,3024.800049,3077.000000,2998.350098,3055.199951,3049.854004,1136238
2019-04-03,3073.000000,3089.000000,3038.149902,3046.000000,3040.670166,1052752
2019-04-04,3060.000000,3065.000000,3017.449951,3039.449951,3034.131592,772776
2019-04-05,3048.000000,3125.000000,3046.100098,3114.199951,3108.750977,1244408
2019-04-08,3123.000000,3130.000000,3018.000000,3024.100098,3018.808594,1642189
2019-04-09,3016.550049,3049.100098,2979.449951,3008.699951,3003.435547,1733324
2019-04-10,3011.100098,3037.000000,2986.000000,2998.350098,2993.103760,994899
2019-04-11,3008.000000,3055.000000,2992.000000,3047.850098,3042.517090,1016712
2019-04-12,3052.000000,3062.000000,3001.300049,3008.800049,3003.535400,1048138
2019-04-15,3028.600098,3033.000000,3001.949951,3022.250000,3016.961914,651634
2019-04-16,3018.000000,3057.300049,3018.000000,3032.500000,3027.193848,1021478
2019-04-18,3038.699951,3046.000000,2995.000000,3014.449951,3009.175293,658826
2019-04-22,3010.000000,3010.000000,2975.000000,2991.250000,2986.016113,662157
2019-04-23,2992.000000,3058.500000,2987.050049,3035.050049,3029.739502,991968
2019-04-24,3035.000000,3099.000000,3032.000000,3093.050049,3087.637939,990580
2019-04-25,3099.800049,3114.399902,3072.649902,3081.000000,3075.608887,1240564
2019-04-26,3089.000000,3105.000000,3045.000000,3096.850098,3091.431396,613807
2019-04-30,3092.000000,3120.000000,3040.000000,3095.949951,3090.532715,900968
2019-05-02,3095.000000,3148.949951,3060.000000,3131.750000,3126.270264,895830
2019-05-03,3130.100098,3165.000000,3102.300049,3111.850098,3106.405029,730728
2019-05-06,3066.000000,3094.000000,3026.000000,3034.300049,3028.990723,966487
2019-05-07,3052.899902,3069.800049,3007.600098,3017.050049,3011.770996,970223
2019-05-08,3012.000000,3017.000000,2900.000000,2921.300049,2916.188477,1155023
2019-05-09,2900.000000,2991.800049,2885.000000,2971.350098,2966.150879,1745234
2019-05-10,2970.100098,2996.000000,2900.000000,2922.850098,2917.735840,1630089
2019-05-13,2929.899902,2957.949951,2906.000000,2931.850098,2926.719971,1356229
2019-05-14,2927.949951,2941.949951,2848.100098,2881.850098,2876.807617,1861760
2019-05-15,2921.000000,3023.250000,2870.800049,3002.750000,2997.495850,2453670
2019-05-16,3014.000000,3129.000000,3010.250000,3110.050049,3104.608154,3644672
2019-05-17,3137.000000,3316.000000,3122.050049,3301.100098,3295.323975,5848716
2019-05-20,3390.000000,3444.550049,3343.000000,3407.550049,3401.587646,2724859
2019-05-21,3418.050049,3488.000000,3375.000000,3433.300049,3427.292725,2884997
2019-05-22,3442.000000,3459.550049,3398.050049,3448.899902,3442.865234,1566812
2019-05-23,3495.000000,3518.000000,3355.649902,3377.750000,3371.839844,2406205
2019-05-24,3400.000000,3475.000000,3391.300049,3467.899902,3461.832031,1568523
2019-05-27,3480.000000,3484.949951,3440.000000,3449.000000,3442.965088,932000
2019-05-28,3468.000000,3468.149902,3386.750000,3409.800049,3403.833740,1627768
2019-05-29,3403.000000,3433.000000,3384.500000,3409.250000,3403.284668,921278
2019-05-30,3408.899902,3489.699951,3400.050049,3481.649902,3475.557861,1175111
2019-05-31,3497.449951,3531.000000,3448.699951,3467.100098,3461.033447,2172866
2019-06-03,3460.000000,3529.899902,3460.000000,3511.050049,3504.906494,1241133
2019-06-04,3514.500000,3550.000000,3509.550049,3531.149902,3524.971191,1051400
2019-06-06,3533.000000,3533.000000,3445.449951,3452.949951,3446.908203,1314916
2019-06-07,3453.149902,3519.000000,3419.949951,3509.449951,3503.309326,1285044
2019-06-10,3546.949951,3557.750000,3506.000000,3519.600098,3513.441650,983274
2019-06-11,3537.000000,3564.000000,3511.250000,3551.850098,3545.635254,903155
2019-06-12,3539.949951,3539.949951,3482.000000,3505.850098,3499.715820,1214470
2019-06-13,3505.000000,3551.000000,3500.000000,3544.500000,3538.298096,880318
2019-06-14,3553.949951,3569.800049,3501.000000,3518.399902,3512.243652,864641
2019-06-17,3529.000000,3529.800049,3456.000000,3466.500000,3460.434570,953460
2019-06-18,3474.000000,3530.000000,3469.050049,3509.300049,3503.159668,1083527
2019-06-19,3539.000000,3548.000000,3500.100098,3525.500000,3519.331299,873941
2019-06-20,3519.000000,3589.000000,3507.399902,3582.550049,3576.281494,1107005
2019-06-21,3597.100098,3599.000000,3550.000000,3565.850098,3559.610840,1058266
